id,continent,region,whoRegion,admin0,admin0Id,admin0Fip,admin0Iso2,admin0Iso3,admin1,admin1Id,admin2,admin2Id,admin3Id,iusAdm,iusName,iuId,iuCode,year,endemicity,targetPop,popReq,popTrg,popTreat,cov,pc,effPc,pcN,effPcN,epiCov,epiPc,epiEffPc,epiPcN,epiEffPcN,mdaScheme,endemicityId
188338,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba North,36424,0,ADM2,Orumba North,36424,NGA0377836424,2022,Low prevalence (less than 10%),Total,23648,0,0,0,0,0,3,0,0,0,0,3,2,Not delivered,10
188339,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba North,36424,0,ADM2,Orumba North,36424,NGA0377836424,2023,Low prevalence (less than 10%),Total,0,23529,0,0,0,0,3,0,0,0,0,3,2,PZQ,10
188340,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba North,36424,0,ADM2,Orumba North,36424,NGA0377836424,2024,Low prevalence (less than 10%),Total,0,0,0,0,0,0,3,0,0,0,0,3,2,Not delivered,10
188348,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba South,36425,0,ADM2,Orumba South,36425,NGA0377836425,2020,Low prevalence (less than 10%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
188349,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba South,36425,0,ADM2,Orumba South,36425,NGA0377836425,2021,Low prevalence (less than 10%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
188350,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba South,36425,0,ADM2,Orumba South,36425,NGA0377836425,2022,Low prevalence (less than 10%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
188351,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba South,36425,0,ADM2,Orumba South,36425,NGA0377836425,2023,Low prevalence (less than 10%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,PZQ,10
188352,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba South,36425,0,ADM2,Orumba South,36425,NGA0377836425,2024,Low prevalence (less than 10%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
188360,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba South,36425,0,ADM2,Orumba South,36425,NGA0377836425,2020,Low prevalence (less than 10%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
188361,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba South,36425,0,ADM2,Orumba South,36425,NGA0377836425,2021,Low prevalence (less than 10%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
188362,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba South,36425,0,ADM2,Orumba South,36425,NGA0377836425,2022,Low prevalence (less than 10%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
188363,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba South,36425,0,ADM2,Orumba South,36425,NGA0377836425,2023,Low prevalence (less than 10%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,PZQ,10
188364,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba South,36425,0,ADM2,Orumba South,36425,NGA0377836425,2024,Low prevalence (less than 10%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
188372,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba South,36425,0,ADM2,Orumba South,36425,NGA0377836425,2020,Low prevalence (less than 10%),SAC,24394,0,0,0,0,0,3,0,0,0,0,3,2,Not delivered,10
188373,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba South,36425,0,ADM2,Orumba South,36425,NGA0377836425,2021,Low prevalence (less than 10%),SAC,25026,0,0,0,0,0,3,0,0,0,0,3,2,Not delivered,10
188374,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba South,36425,0,ADM2,Orumba South,36425,NGA0377836425,2022,Low prevalence (less than 10%),SAC,25678,0,0,0,0,0,3,0,0,0,0,3,2,Not delivered,10
188375,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba South,36425,0,ADM2,Orumba South,36425,NGA0377836425,2023,Low prevalence (less than 10%),SAC,0,2212,0,0,0,0,3,0,0,0,0,3,2,PZQ,10
188376,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba South,36425,0,ADM2,Orumba South,36425,NGA0377836425,2024,Low prevalence (less than 10%),SAC,0,0,0,0,0,0,3,0,0,0,0,3,2,Not delivered,10
188384,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba South,36425,0,ADM2,Orumba South,36425,NGA0377836425,2020,Low prevalence (less than 10%),Total,24394,0,0,0,0,0,3,0,0,0,0,3,2,Not delivered,10
188385,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba South,36425,0,ADM2,Orumba South,36425,NGA0377836425,2021,Low prevalence (less than 10%),Total,25026,0,0,0,0,0,3,0,0,0,0,3,2,Not delivered,10
188386,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba South,36425,0,ADM2,Orumba South,36425,NGA0377836425,2022,Low prevalence (less than 10%),Total,25678,0,0,0,0,0,3,0,0,0,0,3,2,Not delivered,10
188387,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba South,36425,0,ADM2,Orumba South,36425,NGA0377836425,2023,Low prevalence (less than 10%),Total,0,2212,0,0,0,0,3,0,0,0,0,3,2,PZQ,10
188388,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Orumba South,36425,0,ADM2,Orumba South,36425,NGA0377836425,2024,Low prevalence (less than 10%),Total,0,0,0,0,0,0,3,0,0,0,0,3,2,Not delivered,10
188396,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Oyi,36426,0,ADM2,Oyi,36426,NGA0377836426,2020,Non-endemic,Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
188397,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Oyi,36426,0,ADM2,Oyi,36426,NGA0377836426,2021,Non-endemic,Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
188398,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Oyi,36426,0,ADM2,Oyi,36426,NGA0377836426,2022,Low prevalence (less than 10%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
188399,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Oyi,36426,0,ADM2,Oyi,36426,NGA0377836426,2023,Low prevalence (less than 10%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,PZQ,10
188400,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Oyi,36426,0,ADM2,Oyi,36426,NGA0377836426,2024,Low prevalence (less than 10%),Adults,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
188408,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Oyi,36426,0,ADM2,Oyi,36426,NGA0377836426,2020,Non-endemic,PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
188409,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Oyi,36426,0,ADM2,Oyi,36426,NGA0377836426,2021,Non-endemic,PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
188410,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Oyi,36426,0,ADM2,Oyi,36426,NGA0377836426,2022,Low prevalence (less than 10%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
188411,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Oyi,36426,0,ADM2,Oyi,36426,NGA0377836426,2023,Low prevalence (less than 10%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,PZQ,10
188412,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Oyi,36426,0,ADM2,Oyi,36426,NGA0377836426,2024,Low prevalence (less than 10%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
188420,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Oyi,36426,0,ADM2,Oyi,36426,NGA0377836426,2020,Non-endemic,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
188421,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Oyi,36426,0,ADM2,Oyi,36426,NGA0377836426,2021,Non-endemic,SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
188422,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Oyi,36426,0,ADM2,Oyi,36426,NGA0377836426,2022,Low prevalence (less than 10%),SAC,23048,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
188423,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Oyi,36426,0,ADM2,Oyi,36426,NGA0377836426,2023,Low prevalence (less than 10%),SAC,0,2531,0,0,0,0,0,0,0,0,0,0,0,PZQ,10
188424,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Oyi,36426,0,ADM2,Oyi,36426,NGA0377836426,2024,Low prevalence (less than 10%),SAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
188432,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Oyi,36426,0,ADM2,Oyi,36426,NGA0377836426,2020,Non-endemic,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
188433,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Oyi,36426,0,ADM2,Oyi,36426,NGA0377836426,2021,Non-endemic,Total,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,0
188434,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Oyi,36426,0,ADM2,Oyi,36426,NGA0377836426,2022,Low prevalence (less than 10%),Total,23048,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
188435,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Oyi,36426,0,ADM2,Oyi,36426,NGA0377836426,2023,Low prevalence (less than 10%),Total,0,2531,0,0,0,0,0,0,0,0,0,0,0,PZQ,10
188436,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Anambra,3778,Oyi,36426,0,ADM2,Oyi,36426,NGA0377836426,2024,Low prevalence (less than 10%),Total,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,10
188444,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Alkaleri,36427,0,ADM2,Alkaleri,36427,NGA0377936427,2020,Moderate prevalence (10%-49%),Adults,48314,48314,39448,81.65,1,1,2,2,81.65,1,1,2,2,PZQ,9
188445,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Alkaleri,36427,0,ADM2,Alkaleri,36427,NGA0377936427,2021,Moderate prevalence (10%-49%),Adults,49566,0,0,0,0,0,2,2,0,0,0,2,2,Not delivered,9
188446,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Alkaleri,36427,0,ADM2,Alkaleri,36427,NGA0377936427,2022,Moderate prevalence (10%-49%),Adults,50857,0,0,0,0,0,2,2,0,0,0,2,2,Not delivered,9
188447,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Alkaleri,36427,0,ADM2,Alkaleri,36427,NGA0377936427,2023,Moderate prevalence (10%-49%),Adults,52128,0,0,0,0,0,2,2,0,0,0,2,2,PZQ,9
188448,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Alkaleri,36427,0,ADM2,Alkaleri,36427,NGA0377936427,2024,Moderate prevalence (10%-49%),Adults,53428,0,0,0,0,0,2,2,0,0,0,2,2,PZQ,9
188456,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Alkaleri,36427,0,ADM2,Alkaleri,36427,NGA0377936427,2020,Moderate prevalence (10%-49%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,PZQ,9
188457,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Alkaleri,36427,0,ADM2,Alkaleri,36427,NGA0377936427,2021,Moderate prevalence (10%-49%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,9
188458,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Alkaleri,36427,0,ADM2,Alkaleri,36427,NGA0377936427,2022,Moderate prevalence (10%-49%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,9
188459,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Alkaleri,36427,0,ADM2,Alkaleri,36427,NGA0377936427,2023,Moderate prevalence (10%-49%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,PZQ,9
188460,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Alkaleri,36427,0,ADM2,Alkaleri,36427,NGA0377936427,2024,Moderate prevalence (10%-49%),PreSAC,65234,0,0,0,0,0,0,0,0,0,0,0,0,PZQ,9
188468,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Alkaleri,36427,0,ADM2,Alkaleri,36427,NGA0377936427,2020,Moderate prevalence (10%-49%),SAC,65038,65038,65038,100,1,1,3,1,100,1,1,3,3,PZQ,9
188469,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Alkaleri,36427,0,ADM2,Alkaleri,36427,NGA0377936427,2021,Moderate prevalence (10%-49%),SAC,66723,0,0,0,0,0,3,1,0,0,0,3,3,Not delivered,9
188470,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Alkaleri,36427,0,ADM2,Alkaleri,36427,NGA0377936427,2022,Moderate prevalence (10%-49%),SAC,68462,0,0,0,0,0,3,1,0,0,0,3,3,Not delivered,9
188471,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Alkaleri,36427,0,ADM2,Alkaleri,36427,NGA0377936427,2023,Moderate prevalence (10%-49%),SAC,70173,153367,70173,45.75,1,0,4,1,100,1,1,4,4,PZQ,9
188472,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Alkaleri,36427,0,ADM2,Alkaleri,36427,NGA0377936427,2024,Moderate prevalence (10%-49%),SAC,71923,95951,71923,74.96,1,0,5,1,100,1,1,5,5,PZQ,9
188480,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Alkaleri,36427,0,ADM2,Alkaleri,36427,NGA0377936427,2020,Moderate prevalence (10%-49%),Total,113352,113352,104486,92.18,1,1,3,2,92.18,1,1,3,2,PZQ,9
188481,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Alkaleri,36427,0,ADM2,Alkaleri,36427,NGA0377936427,2021,Moderate prevalence (10%-49%),Total,116289,0,0,0,0,0,3,2,0,0,0,3,2,Not delivered,9
188482,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Alkaleri,36427,0,ADM2,Alkaleri,36427,NGA0377936427,2022,Moderate prevalence (10%-49%),Total,119319,0,0,0,0,0,3,2,0,0,0,3,2,Not delivered,9
188483,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Alkaleri,36427,0,ADM2,Alkaleri,36427,NGA0377936427,2023,Moderate prevalence (10%-49%),Total,122302,153367,70173,45.75,1,0,4,2,57.38,1,0,4,2,PZQ,9
188484,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Alkaleri,36427,0,ADM2,Alkaleri,36427,NGA0377936427,2024,Moderate prevalence (10%-49%),Total,125352,95951,71923,74.96,1,0,5,2,57.38,1,0,5,2,PZQ,9
188492,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bauchi,36428,0,ADM2,Bauchi,36428,NGA0377936428,2020,Moderate prevalence (10%-49%),Adults,72424,72424,72424,100,1,1,2,2,100,1,1,2,2,PZQ,9
188493,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bauchi,36428,0,ADM2,Bauchi,36428,NGA0377936428,2021,Moderate prevalence (10%-49%),Adults,74300,0,0,0,0,0,2,2,0,0,0,2,2,Not delivered,9
188494,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bauchi,36428,0,ADM2,Bauchi,36428,NGA0377936428,2022,Moderate prevalence (10%-49%),Adults,76236,0,0,0,0,0,2,2,0,0,0,2,2,Not delivered,9
188495,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bauchi,36428,0,ADM2,Bauchi,36428,NGA0377936428,2023,Moderate prevalence (10%-49%),Adults,78141,0,0,0,0,0,2,2,0,0,0,2,2,PZQ,9
188496,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bauchi,36428,0,ADM2,Bauchi,36428,NGA0377936428,2024,Moderate prevalence (10%-49%),Adults,80090,0,0,0,0,0,2,2,0,0,0,2,2,PZQ,9
188504,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bauchi,36428,0,ADM2,Bauchi,36428,NGA0377936428,2020,Moderate prevalence (10%-49%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,PZQ,9
188505,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bauchi,36428,0,ADM2,Bauchi,36428,NGA0377936428,2021,Moderate prevalence (10%-49%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,9
188506,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bauchi,36428,0,ADM2,Bauchi,36428,NGA0377936428,2022,Moderate prevalence (10%-49%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,9
188507,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bauchi,36428,0,ADM2,Bauchi,36428,NGA0377936428,2023,Moderate prevalence (10%-49%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,PZQ,9
188508,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bauchi,36428,0,ADM2,Bauchi,36428,NGA0377936428,2024,Moderate prevalence (10%-49%),PreSAC,106765,0,0,0,0,0,0,0,0,0,0,0,0,PZQ,9
188516,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bauchi,36428,0,ADM2,Bauchi,36428,NGA0377936428,2020,Moderate prevalence (10%-49%),SAC,97494,97494,97494,100,1,1,3,1,100,1,1,3,3,PZQ,9
188517,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bauchi,36428,0,ADM2,Bauchi,36428,NGA0377936428,2021,Moderate prevalence (10%-49%),SAC,100019,0,0,0,0,0,3,1,0,0,0,3,3,Not delivered,9
188518,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bauchi,36428,0,ADM2,Bauchi,36428,NGA0377936428,2022,Moderate prevalence (10%-49%),SAC,102625,0,0,0,0,0,3,1,0,0,0,3,3,Not delivered,9
188519,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bauchi,36428,0,ADM2,Bauchi,36428,NGA0377936428,2023,Moderate prevalence (10%-49%),SAC,105191,158508,105191,66.36,1,0,4,1,100,1,1,4,4,PZQ,9
188520,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bauchi,36428,0,ADM2,Bauchi,36428,NGA0377936428,2024,Moderate prevalence (10%-49%),SAC,107814,157038,107814,68.65,1,0,5,1,100,1,1,5,5,PZQ,9
188528,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bauchi,36428,0,ADM2,Bauchi,36428,NGA0377936428,2020,Moderate prevalence (10%-49%),Total,169918,169918,169918,100,1,1,3,2,100,1,1,3,2,PZQ,9
188529,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bauchi,36428,0,ADM2,Bauchi,36428,NGA0377936428,2021,Moderate prevalence (10%-49%),Total,174319,0,0,0,0,0,3,2,0,0,0,3,2,Not delivered,9
188530,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bauchi,36428,0,ADM2,Bauchi,36428,NGA0377936428,2022,Moderate prevalence (10%-49%),Total,178861,0,0,0,0,0,3,2,0,0,0,3,2,Not delivered,9
188531,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bauchi,36428,0,ADM2,Bauchi,36428,NGA0377936428,2023,Moderate prevalence (10%-49%),Total,183332,158508,105191,66.36,1,0,4,2,57.38,1,0,4,2,PZQ,9
188532,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bauchi,36428,0,ADM2,Bauchi,36428,NGA0377936428,2024,Moderate prevalence (10%-49%),Total,187905,157038,107814,68.65,1,0,5,2,57.38,1,0,5,2,PZQ,9
188540,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bogoro,36429,0,ADM2,Bogoro,36429,NGA0377936429,2020,Moderate prevalence (10%-49%),Adults,12351,12351,12351,100,1,1,2,2,100,1,1,2,2,PZQ,9
188541,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bogoro,36429,0,ADM2,Bogoro,36429,NGA0377936429,2021,Moderate prevalence (10%-49%),Adults,12671,0,0,0,0,0,2,2,0,0,0,2,2,Not delivered,9
188542,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bogoro,36429,0,ADM2,Bogoro,36429,NGA0377936429,2022,High prevalence (50% and above),Adults,65007,15031,15031,100,1,1,3,3,23.12,1,0,3,2,PZQ,6
188543,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bogoro,36429,0,ADM2,Bogoro,36429,NGA0377936429,2023,High prevalence (50% and above),Adults,66632,0,0,0,0,0,3,3,0,0,0,3,2,PZQ,6
188544,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bogoro,36429,0,ADM2,Bogoro,36429,NGA0377936429,2024,High prevalence (50% and above),Adults,20829,0,0,0,0,0,3,3,0,0,0,3,2,PZQ,6
188552,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bogoro,36429,0,ADM2,Bogoro,36429,NGA0377936429,2020,Moderate prevalence (10%-49%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,PZQ,9
188553,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bogoro,36429,0,ADM2,Bogoro,36429,NGA0377936429,2021,Moderate prevalence (10%-49%),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,Not delivered,9
188554,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bogoro,36429,0,ADM2,Bogoro,36429,NGA0377936429,2022,High prevalence (50% and above),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,PZQ,6
188555,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bogoro,36429,0,ADM2,Bogoro,36429,NGA0377936429,2023,High prevalence (50% and above),PreSAC,0,0,0,0,0,0,0,0,0,0,0,0,0,PZQ,6
188556,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bogoro,36429,0,ADM2,Bogoro,36429,NGA0377936429,2024,High prevalence (50% and above),PreSAC,16919,0,0,0,0,0,0,0,0,0,0,0,0,PZQ,6
188564,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bogoro,36429,0,ADM2,Bogoro,36429,NGA0377936429,2020,Moderate prevalence (10%-49%),SAC,16626,16626,16626,100,1,1,3,1,100,1,1,3,3,PZQ,9
188565,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bogoro,36429,0,ADM2,Bogoro,36429,NGA0377936429,2021,Moderate prevalence (10%-49%),SAC,17058,0,0,0,0,0,3,1,0,0,0,3,3,Not delivered,9
188566,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bogoro,36429,0,ADM2,Bogoro,36429,NGA0377936429,2022,High prevalence (50% and above),SAC,35004,35004,15939,45.53,1,0,4,1,45.53,1,0,4,3,PZQ,6
188567,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bogoro,36429,0,ADM2,Bogoro,36429,NGA0377936429,2023,High prevalence (50% and above),SAC,35879,25986,25986,100,1,1,5,2,72.43,1,0,5,3,PZQ,6
188568,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bogoro,36429,0,ADM2,Bogoro,36429,NGA0377936429,2024,High prevalence (50% and above),SAC,11216,29420,11216,38.12,1,0,6,2,100,1,1,6,4,PZQ,6
188576,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bogoro,36429,0,ADM2,Bogoro,36429,NGA0377936429,2020,Moderate prevalence (10%-49%),Total,28977,28977,28977,100,1,1,3,2,100,1,1,3,2,PZQ,9
188577,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bogoro,36429,0,ADM2,Bogoro,36429,NGA0377936429,2021,Moderate prevalence (10%-49%),Total,29729,0,0,0,0,0,3,2,0,0,0,3,2,Not delivered,9
188578,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bogoro,36429,0,ADM2,Bogoro,36429,NGA0377936429,2022,High prevalence (50% and above),Total,100011,50035,30970,61.9,1,0,4,2,30.97,1,0,4,2,PZQ,6
188579,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bogoro,36429,0,ADM2,Bogoro,36429,NGA0377936429,2023,High prevalence (50% and above),Total,102511,25986,25986,100,1,1,5,3,25.35,1,0,5,2,PZQ,6
188580,Africa,Western Africa,AFRO,Nigeria,34,NI,NG,NGA,Bauchi,3779,Bogoro,36429,0,ADM2,Bogoro,36429,NGA0377936429,2024,High prevalence (50% and above),Total,32046,29420,11216,38.12,1,0,6,3,35,1,0,6,2,PZQ,6
